,requested,loan_purpose,credit,annual_income,apr,clicked_at
349970,25000.0,4,2,150000.0,10.3,0
429266,1000.0,2,4,48000.0,149.0,0
85802,500.0,2,4,36000.0,149.0,0
109623,800.0,2,4,24000.0,149.0,0
310818,15000.0,2,3,144000.0,20.94,0
441500,1500.0,14,1,65004.0,149.0,0
174927,5000.0,2,2,50000.0,19.8,0
250356,8000.0,4,4,110000.0,26.04,0
45207,20000.0,1,2,28000.0,26.86,0
323220,10000.0,5,3,49000.0,17.29,0
76578,20000.0,3,2,36000.0,19.43,0
246096,20000.0,2,1,70000.0,21.99,0
321788,10500.0,2,4,155000.0,29.99,0
155754,800.0,2,4,36000.0,249.0,0
225034,1000.0,4,2,60000.0,25.59,0
387998,500.0,2,1,72000.0,199.0,0
12885,2000.0,2,1,30000.0,149.0,0
344476,1000.0,2,4,24000.0,149.0,0
197229,40000.0,2,3,140000.0,21.37,0
138747,2000.0,2,1,48000.0,149.0,0
24649,1000.0,2,1,72000.0,149.0,0
323598,500.0,2,1,24000.0,149.0,0
421536,18000.0,7,3,113500.0,19.86,0
20858,5000.0,3,1,110000.0,98.99,0
137151,999.0,2,4,60000.0,35.99,0
414723,15000.0,11,3,96000.0,17.18,0
189548,2500.0,2,1,84000.0,149.0,0
413223,500.0,2,4,19200.0,199.0,0
434463,400.0,2,4,30000.0,249.0,0
177527,20000.0,6,4,25008.0,35.99,0
456552,1000.0,2,1,72000.0,149.503,0
69848,1000.0,2,1,36000.0,208.56,0
439240,1000.0,2,1,54000.0,98.851,0
453580,1000.0,4,2,60000.0,98.65,0
4359,10000.0,3,2,81000.0,29.91,0
57401,500.0,2,4,36000.0,149.0,0
108897,500.0,2,4,36000.0,149.0,0
129241,500.0,2,4,48000.0,159.0,0
124431,1000.0,2,4,60000.0,149.0,0
279668,10500.0,2,4,228000.0,22.99,0
19522,10000.0,1,2,114728.0,22.77,0
388445,5000.0,7,3,72000.0,65.007,0
212265,500.0,2,4,42000.0,149.0,0
284096,1000.0,2,1,54000.0,58.775,0
221179,20000.0,1,3,134670.0,13.43,0
324078,2500.0,4,2,67200.0,14.29,0
174398,1000.0,4,2,48000.0,27.8,0
339720,20000.0,2,2,70000.0,12.04,0
338915,12000.0,2,3,49000.0,11.6,0
82974,1000.0,2,4,36000.0,149.0,0
351512,2000.0,2,1,30000.0,98.457,0
68960,15000.0,1,2,55000.0,20.1,0
217235,500.0,2,4,18000.0,35.99,0
277496,20000.0,3,2,25000.0,11.07,0
10175,500.0,2,4,54000.0,199.0,0
345222,2500.0,2,1,30000.0,240.0,0
293127,20000.0,2,3,40000.0,17.0107,0
313700,10000.0,2,2,38000.0,22.5097,0
113496,999.0,2,4,36000.0,149.0,0
378335,15000.0,3,2,140000.0,17.29,0
317413,1000.0,2,4,60000.0,249.0,0
449551,3000.0,2,2,132600.0,98.651,0
341935,1500.0,2,4,38000.0,0.2621,0
239940,15000.0,2,2,107625.0,29.99,0
294992,40000.0,2,2,169114.0,19.43,0
269295,999.0,2,4,72000.0,35.99,0
185821,1200.0,2,1,60000.0,149.0,0
382744,800.0,2,4,36540.0,149.0,0
39063,1000.0,2,4,54000.0,249.0,0
5420,1000.0,2,4,48000.0,149.0,0
262932,5000.0,2,2,119000.0,28.68,0
350997,20000.0,5,2,36000.0,29.74,0
406011,1000.0,2,1,25008.0,211.0,0
185817,1200.0,2,1,60000.0,98.579,0
173003,999.0,2,4,18000.0,149.0,0
167674,1000.0,4,4,25008.0,159.0,0
330223,999.0,2,4,78000.0,149.0,0
10755,1000.0,14,4,60012.0,65.027,0
55540,1000.0,2,4,67200.0,149.0,0
95825,999.0,2,4,78000.0,149.0,0
226825,5000.0,5,2,95513.0,27.96,0
224274,7500.0,3,2,103000.0,9.97,0
73024,1000.0,2,4,36000.0,149.0,0
400472,999.0,2,4,78000.0,149.0,0
367242,500.0,2,4,36000.0,149.0,0
428217,1000.0,4,1,60000.0,98.627,0
33724,500.0,2,4,24000.0,149.0,0
409388,1000.0,2,4,24000.0,159.0,0
195493,800.0,2,4,21000.0,149.0,0
357455,5000.0,2,2,35000.0,28.21,0
243026,1000.0,4,2,42000.0,19.88,0
430551,1000.0,2,2,42000.0,98.644,0
92118,5000.0,3,2,31731.0,16.82,0
261950,25000.0,3,3,114000.0,12.1226,0
303485,999.0,2,4,19200.0,149.0,0
243128,19132.0,2,3,500000.0,10.64,0
74751,1000.0,2,2,72000.0,13.55,0
337747,800.0,2,4,36000.0,159.0,0
8897,3000.0,2,2,30000.0,25.59,0
53699,2500.0,2,1,67200.0,98.562,0
350863,8000.0,3,3,24500.0,13.27,0
417046,30000.0,3,2,52000.0,25.77,0
333794,1000.0,2,4,60000.0,149.0,0
356400,1000.0,2,1,42000.0,199.0,0
38505,7000.0,2,1,136000.0,16.99,0
320358,1000.0,2,2,36000.0,31.57,0
425763,500.0,2,4,18000.0,149.0,0
432195,1000.0,4,2,48000.0,29.99,0
365297,35000.0,2,1,300000.0,12.42,0
418533,500.0,2,1,11868.0,31.61,0
207076,18000.0,3,1,50000.0,27.676,0
358205,40000.0,5,3,400000.0,13.55,0
398243,5000.0,2,2,60000.0,98.457,0
434486,2500.0,2,1,72000.0,25.59,0
75488,700.0,2,4,60012.0,149.0,0
217996,800.0,2,4,24000.0,199.0,0
261041,1000.0,4,2,36000.0,35.99,0
363210,800.0,2,4,24000.0,149.0,0
286454,2500.0,2,4,56000.0,64.635,0
317808,999.0,2,4,24000.0,159.0,0
344646,17000.0,3,2,80000.0,21.98,0
199616,9500.0,3,3,65000.0,21.87,0
455441,63200.0,2,3,123000.0,23.47,0
16037,6000.0,13,2,90000.0,35.555,0
26723,7000.0,1,2,125000.0,29.97,0
211608,30000.0,3,2,70000.0,28.0,0
127433,1000.0,2,4,72000.0,149.0,0
253798,600.0,2,4,78000.0,149.0,0
389477,800.0,2,4,18000.0,149.0,0
57678,2000.0,2,4,42000.0,199.0,0
237714,25000.0,5,3,70000.0,18.46,0
317159,1000.0,2,4,84504.0,149.0,0
191168,1000.0,2,1,48000.0,99.224,0
43448,1000.0,2,1,24000.0,249.0,0
26064,1000.0,4,3,84000.0,27.8,0
49773,10000.0,2,2,20000.0,25.65,0
450109,3000.0,4,2,39000.0,19.33,0
186525,20000.0,5,3,180000.0,29.25,0
148379,1000.0,2,4,36000.0,149.0,0
22540,30000.0,2,2,65000.0,12.53,0
430488,20000.0,3,3,80000.0,20.18,0
298293,8500.0,2,2,60000.0,14.29,0
246842,50000.0,2,2,230000.0,27.07,0
381224,20000.0,2,2,115000.0,25.59,0
194649,13000.0,3,2,64000.0,19.85,0
375793,10000.0,2,1,162500.0,35.98,0
10412,45000.0,2,2,100000.0,18.93,0
410304,2000.0,2,1,144000.0,27.23,0
359955,800.0,2,4,36000.0,159.0,0
203392,18000.0,3,2,115000.0,11.47,0
234342,500.0,2,4,36000.0,149.0,0
244114,1000.0,4,2,36000.0,34.99,0
280503,1000.0,2,1,54000.0,208.56,0
448321,1000.0,2,1,66000.0,199.0,0
335125,2000.0,2,1,66000.0,149.0,0
428120,17000.0,4,2,145000.0,24.51,0
154481,5000.0,2,2,110100.0,28.94,0
37757,1000.0,2,4,30000.0,149.0,0
320381,800.0,2,4,18000.0,149.0,0
159142,1000.0,2,4,60000.0,149.0,0
57433,1000.0,2,3,18000.0,23.88,0
94442,999.0,2,4,60000.0,23.88,0
36891,1000.0,4,2,72000.0,22.51,0
84347,800.0,2,4,60000.0,249.0,0
28317,11000.0,14,3,100000.0,9.74,0
422563,800.0,2,4,19200.0,199.0,0
159344,1000.0,4,2,36000.0,29.44,0
195825,1000.0,2,4,39000.0,149.0,0
203612,1000.0,4,2,48000.0,98.557,0
410901,500.0,2,4,54000.0,199.0,0
331844,1000.0,4,2,42612.0,33.64,0
195569,1000.0,2,4,60000.0,149.0,0
142866,30000.0,3,2,77000.0,17.5,0
150057,1000.0,2,4,21000.0,159.0,0
291616,1000.0,2,1,42000.0,149.0,0
353216,3000.0,2,3,35004.0,98.654,0
36840,10000.0,3,1,50000.0,17.9,0
117707,500.0,2,4,52008.0,149.0,0
437283,10000.0,3,2,47000.0,18.6,0
358223,2000.0,2,1,54000.0,249.0,0
434130,22000.0,3,2,60000.0,30.32,0
145269,18000.0,2,2,48000.0,12.53,0
335273,1000.0,2,4,18000.0,149.0,0
323215,10000.0,5,3,49000.0,17.29,0
408960,500.0,2,4,48000.0,249.0,0
335071,46000.0,2,3,77000.0,15.28,0
16489,1000.0,2,4,60000.0,149.0,0
296631,2000.0,2,1,108000.0,159.0,0
328399,1000.0,2,1,65004.0,98.476,0
106803,1000.0,4,2,36000.0,35.634,0
341430,1000.0,2,1,11868.0,25.78,0
50778,10000.0,2,2,32000.0,21.09,0
456321,600.0,2,4,60000.0,159.0,0
156962,50000.0,3,2,160000.0,24.99,0
7533,500.0,2,4,60000.0,149.0,0
447210,10000.0,2,3,60000.0,98.548,0
168776,2000.0,5,2,60000.0,149.0,0
416133,20000.0,5,3,124000.0,10.98,0
16862,5000.0,2,4,82000.0,0.2999,0
357512,999.0,2,4,42000.0,175.0,0
104719,2000.0,2,1,60000.0,25.0,0
73077,7000.0,1,2,70000.0,12.295,0
248839,8500.0,2,1,66996.0,29.49,0
414636,800.0,2,4,24000.0,199.0,0
134174,2000.0,2,1,60000.0,149.0,0
104765,800.0,2,4,30000.0,149.0,0
367592,15000.0,3,2,155000.0,26.95,0
279704,1000.0,2,4,78000.0,29.99,0
315329,48500.0,3,2,92000.0,23.1,0
224031,1000.0,2,2,60000.0,26.49,0
113482,1000.0,2,3,48000.0,14.57,0
283742,8000.0,4,2,60000.0,0.3599,0
223243,2500.0,2,1,66000.0,199.0,0
154261,1000.0,2,4,36000.0,149.0,0
429673,14000.0,3,2,85000.0,16.84,0
105436,1000.0,4,1,60000.0,34.68,0
288606,1000.0,2,1,72000.0,98.621,0
400253,10000.0,2,1,90000.0,11.07,0
434599,500.0,2,1,24000.0,211.0,0
99056,25000.0,2,3,100000.0,10.56,0
200760,500.0,2,1,36000.0,149.0,0
356156,17000.0,2,2,92500.0,25.04,0
417950,5000.0,3,2,30000.0,28.53,0
190689,500.0,2,3,72000.0,19.49,0
213934,23000.0,3,2,70000.0,11.89,0
255210,1000.0,4,2,60000.0,98.661,0
134722,5000.0,2,4,78000.0,98.674,0
428764,1000.0,2,4,24000.0,159.0,0
318110,1500.0,2,1,39600.0,149.0,0
92262,20000.0,2,2,135000.0,16.58,0
377805,1000.0,2,1,18000.0,249.0,0
276653,15000.0,4,3,72000.0,12.99,0
287908,500.0,2,4,78000.0,149.0,0
85076,10000.0,2,1,99600.0,29.88,0
107845,500.0,2,4,60012.0,149.0,0
274574,24999.0,5,3,107000.0,10.43,0
453573,1000.0,2,4,60000.0,149.0,0
81200,17000.0,2,2,39000.0,25.13,0
185962,3000.0,2,1,121200.0,159.0,0
77597,2000.0,2,1,55200.0,149.0,0
120533,17500.0,2,2,156000.0,29.33,0
80401,10000.0,14,3,146000.0,10.467,0
267577,25000.0,2,2,130000.0,13.83,0
123970,600.0,2,4,39000.0,149.0,0
429155,800.0,2,4,54000.0,159.0,0
286518,20000.0,3,2,90000.0,13.7836,0
291555,500.0,2,4,14400.0,208.56,0
172645,500.0,2,4,18000.0,159.0,0
223735,2000.0,2,1,79200.0,149.0,0
197902,25000.0,1,2,70000.0,25.18,0
299543,15000.0,3,2,60000.0,29.66,0
334961,6500.0,5,2,107000.0,29.23,0
44538,25000.0,3,3,104835.0,8.703,0
272720,1000.0,2,4,36000.0,149.0,0
10748,1000.0,2,4,42000.0,159.0,0
360985,8000.0,3,1,70000.0,30.09,0
163479,1000.0,2,4,48000.0,149.0,0
116807,1000.0,2,4,36000.0,149.0,0
344717,800.0,2,4,60012.0,159.0,0
4368,10000.0,3,2,81000.0,14.88,0
63596,1400.0,2,4,18000.0,292.0,0
385193,1000.0,2,1,24000.0,211.0,0
27149,7000.0,3,2,58000.0,24.95,0
221884,1000.0,2,1,36000.0,35.99,0
113777,2500.0,2,1,79200.0,199.0,0
413250,30000.0,4,2,60000.0,16.69,0
82087,1000.0,2,4,36000.0,35.99,0
249220,2500.0,2,1,162000.0,125.0,0
5593,2000.0,11,4,102000.0,211.0,0
184556,500.0,2,4,36000.0,149.0,0
59670,500.0,2,1,42000.0,199.0,0
107399,1200.0,5,2,78000.0,98.534,0
100032,800.0,2,4,60000.0,149.0,0
194138,999.0,2,4,48000.0,149.0,0
318537,8500.0,3,2,73000.0,17.23,0
310085,10000.0,2,1,30000.0,29.24,0
375712,999.0,2,4,60000.0,149.0,0
2456,50000.0,3,2,250000.0,14.57,0
153091,1000.0,2,4,60000.0,12.53,0
390881,1000.0,14,4,18000.0,249.0,0
55425,4000.0,2,2,45000.0,6.99,0
88422,999.0,2,4,36000.0,199.0,0
345693,1000.0,2,4,78000.0,149.0,0
442743,900.0,2,1,36000.0,292.0,0
176242,1000.0,4,1,15000.0,211.0,0
422479,500.0,2,1,79200.0,149.0,0
216514,1000.0,2,4,18000.0,159.0,0
395450,1000.0,2,4,48000.0,21.29,0
192941,500.0,2,4,30000.0,149.0,0
8548,16000.0,2,3,180000.0,9.65,0
218729,500.0,2,4,52800.0,249.0,0
409590,1000.0,2,4,51000.0,149.0,0
191723,40000.0,2,2,80000.0,9.77,0
223559,1000.0,2,4,60000.0,149.0,0
138956,2000.0,14,2,60000.0,35.99,0
104300,1000.0,4,2,51600.0,98.507,0
135517,1000.0,2,4,39600.0,199.0,0
324352,17000.0,13,3,110000.0,10.99,0
66323,30000.0,5,2,85000.0,25.59,0
409756,1000.0,2,4,36000.0,149.0,0
449838,5000.0,2,2,38000.0,12.04,0
101848,3000.0,2,3,48000.0,149.071,0
229261,1000.0,2,3,60000.0,23.75,0
167105,5000.0,3,1,50000.0,0.3599,0
272221,5000.0,2,2,92350.0,11.54,0
326647,20000.0,2,2,57000.0,29.25,0
244452,500.0,2,4,60000.0,199.0,0
171532,35000.0,2,2,75000.0,22.35,0
371733,1000.0,2,4,36000.0,34.23,0
327053,50000.0,2,3,130000.0,11.5,0
149019,500.0,2,4,72000.0,149.0,0
296688,500.0,2,4,60000.0,159.0,0
132127,800.0,2,4,36000.0,159.0,0
446554,500.0,2,4,48000.0,149.0,0
340578,1000.0,2,4,36000.0,149.0,0
365568,35000.0,2,3,133500.0,17.41,0
283031,500.0,2,4,42000.0,149.0,0
147568,2000.0,2,1,36000.0,149.0,0
362954,25000.0,2,3,100000.0,9.49,0
425384,2000.0,2,1,36000.0,149.0,0
62888,1000.0,2,1,18000.0,292.0,0
197793,2000.0,2,1,54000.0,199.0,0
402213,800.0,2,4,30000.0,149.0,0
57527,999.0,2,4,48000.0,249.0,0
161925,35000.0,2,3,50000.0,12.028,0
73308,1000.0,4,2,54000.0,98.442,0
242116,1000.0,4,2,96000.0,32.08,0
154671,1000.0,2,4,48000.0,159.0,0
55275,2000.0,2,2,55008.0,149.0,0
41545,1000.0,2,4,60000.0,149.0,0
113747,800.0,2,4,72000.0,149.0,0
375380,999.0,2,4,36000.0,159.0,0
117290,2000.0,2,1,42000.0,149.0,0
11207,5000.0,2,4,72000.0,17.84,0
440297,10000.0,2,2,60000.0,23.38,0
76910,999.0,2,4,48000.0,159.0,0
368092,1000.0,2,4,18000.0,149.0,0
448860,1000.0,2,2,72000.0,64.982,0
155282,1000.0,2,4,42000.0,149.0,0
300839,999.0,2,4,36000.0,149.0,0
2321,40000.0,2,2,75000.0,19.97,0
334894,35000.0,3,1,70000.0,22.3,0
202680,7000.0,2,2,48000.0,35.99,0
98197,1000.0,2,4,48000.0,149.0,0
330745,1000.0,14,1,30000.0,249.0,0
38522,7000.0,2,1,136000.0,35.99,0
3065,500.0,2,4,65004.0,149.0,0
59866,10000.0,2,4,17160.0,30.29,0
392370,15000.0,2,2,149000.0,11.56,0
371303,1000.0,4,2,36000.0,31.57,0
242478,500.0,2,4,60000.0,249.0,0
202516,1000.0,2,4,19200.0,149.0,0
20808,1000.0,2,4,30000.0,149.0,0
404160,999.0,2,4,72000.0,199.0,0
33696,500.0,2,4,19200.0,149.0,0
329170,2000.0,2,1,30000.0,98.803,0
184417,21000.0,14,1,186000.0,14.29,0
168829,1000.0,2,1,48000.0,99.017,0
298260,1000.0,19,2,199992.0,149.0,0
85692,500.0,2,4,60000.0,149.0,0
276340,800.0,2,4,36000.0,149.0,0
78108,1000.0,4,2,15000.0,27.22,0
307323,5000.0,2,2,26352.0,26.85,0
204404,11000.0,5,3,235000.0,11.44,0
1280,1000.0,2,4,36000.0,149.0,0
425284,1000.0,2,2,48000.0,34.99,0
140650,6000.0,5,2,42000.0,15.43,0
193130,40000.0,5,3,88000.0,25.99,0
246647,30000.0,3,3,40000.0,25.99,0
283038,800.0,2,4,36000.0,149.0,0
3575,10000.0,3,2,145000.0,28.6793,0
161408,800.0,2,4,42000.0,149.0,0
365877,1000.0,14,1,60000.0,249.0,0
214600,2000.0,2,1,50000.0,17.88,0
238543,50000.0,2,3,72000.0,15.56,0
372925,5000.0,2,2,127000.0,15.97,0
8789,1000.0,2,2,24000.0,64.576,0
448535,999.0,2,4,78000.0,159.0,0
443805,1000.0,2,4,36000.0,149.0,0
397772,1000.0,4,2,18000.0,98.991,0
130759,1000.0,4,2,24000.0,64.839,0
117808,14500.0,13,3,65000.0,17.83,0
165654,999.0,2,4,42000.0,149.0,0
420775,15000.0,2,1,89808.0,14.0825,0
29968,5500.0,3,1,49000.0,29.722,0
438104,1000.0,2,4,36000.0,149.0,0
95835,20000.0,2,3,72000.0,14.14,0
391984,17000.0,3,1,80000.0,23.32,0
59964,999.0,2,4,30000.0,149.0,0
245403,1000.0,5,2,48000.0,23.54,0
401367,46344.0,3,3,159000.0,12.2,0
66484,500.0,1,4,28000.0,149.0,0
46838,1000.0,2,4,60000.0,149.0,0
267996,500.0,2,4,24000.0,149.0,0
197828,1000.0,2,4,36000.0,208.56,0
265701,500.0,2,4,30000.0,159.0,0
370033,1000.0,2,4,18000.0,149.0,0
268352,6000.0,1,2,35000.0,29.57,0
136814,5000.0,2,1,180000.0,12.67,0
318545,8500.0,3,2,73000.0,19.98,0
384898,25000.0,10,3,60000.0,13.72,0
15890,8500.0,4,3,58747.0,20.46,0
209194,49000.0,5,3,160000.0,5.99,0
108896,25000.0,5,3,165000.0,10.71,0
349141,35000.0,2,1,64500.0,22.5097,0
389636,2500.0,2,1,39600.0,159.0,0
380377,25000.0,2,1,111000.0,29.41,0
192105,800.0,2,4,162000.0,149.0,0
93983,45000.0,2,2,145000.0,11.32,0
46827,500.0,2,4,36000.0,149.0,0
172388,1000.0,4,2,18000.0,421.018,0
453481,30000.0,2,2,133000.0,14.83,0
388382,500.0,2,4,67200.0,149.0,0
161738,1000.0,2,4,42000.0,199.0,0
292713,2000.0,2,2,35004.0,64.303,0
133513,20500.0,3,2,71000.0,26.99,0
19827,10000.0,5,1,65000.0,34.99,0
318207,3000.0,11,2,42000.0,35.99,0
358382,2000.0,20,2,70000.0,21.79,0
311170,1000.0,2,4,60000.0,98.641,0
197306,5000.0,2,2,72000.0,24.37,0
186803,5000.0,3,3,50000.0,22.95,0
170145,500.0,2,4,42000.0,159.99,0
336522,1000.0,2,4,36000.0,149.0,0
130099,1000.0,4,2,60000.0,98.483,0
418137,1000.0,2,4,54000.0,149.0,0
15076,6500.0,2,4,26400.0,98.585,0
306898,1000.0,2,2,60000.0,58.707,0
330948,5000.0,2,4,90000.0,17.97,0
19072,5000.0,2,3,72000.0,21.49,0
143780,5000.0,4,1,54000.0,149.276,0
392046,7500.0,4,2,384000.0,25.59,0
268259,800.0,2,4,60000.0,149.0,0
254516,999.0,2,4,78000.0,22.37,0
126696,10000.0,4,2,97000.0,17.9,0
141684,7350.0,2,3,73200.0,5.99,0
382404,2507.0,2,1,68136.0,97.974,0
357798,30000.0,3,1,50000.0,16.89,0
18650,32000.0,3,2,210000.0,19.88,0
414348,11000.0,2,2,52000.0,29.99,0
430484,20000.0,3,3,80000.0,15.9829,0
279299,4000.0,2,2,12000.0,24.41,0
342950,1000.0,2,4,79200.0,149.0,0
294319,1000.0,4,2,42000.0,99.168,0
81760,9000.0,2,2,45000.0,16.93,0
39038,1000.0,2,2,18000.0,23.31,0
268826,1000.0,2,1,60000.0,29.99,0
178592,5000.0,2,2,125000.0,14.42,0
164318,10000.0,3,2,55000.0,27.99,0
253702,5000.0,2,2,82000.0,13.1437,0
49830,30000.0,2,2,160000.0,29.14,0
8592,16000.0,2,3,180000.0,5.99,0
112955,4500.0,1,3,31935.0,29.52,0
323996,45000.0,5,3,123528.0,19.28,0
94362,1000.0,2,1,18000.0,211.0,0
309460,500.0,2,4,54000.0,149.0,0
358170,999.0,2,4,30000.0,292.0,0
428267,14000.0,2,3,100000.0,10.85,0
453582,1000.0,4,2,60000.0,98.664,0
336033,5500.0,8,1,45000.0,18.74,0
33257,10000.0,2,4,61000.0,34.99,0
138138,6000.0,15,3,70000.0,16.35,0
262580,25000.0,2,3,114000.0,29.514,0
118780,15000.0,4,1,122123.0,21.79,0
217837,1000.0,2,4,18000.0,249.0,0
374338,15000.0,3,2,91000.0,17.37,0
265776,48000.0,5,2,150000.0,18.16,0
456010,999.0,2,4,42000.0,249.0,0
324303,17000.0,13,3,110000.0,9.49,0
303055,500.0,2,4,72000.0,159.0,0
37837,500.0,2,4,42000.0,159.0,0
407643,999.0,2,4,60000.0,35.99,0
429744,1000.0,2,4,36000.0,208.56,0
348106,1000.0,2,2,30000.0,23.87,0
60507,10000.0,2,3,63000.0,11.2599,0
353545,1000.0,2,2,72000.0,98.468,0
44354,1000.0,2,4,48000.0,149.0,0
14341,1000.0,2,4,72000.0,64.783,0
56637,900.0,2,4,30000.0,199.0,0
203774,1000.0,2,4,39000.0,64.678,0
246419,2000.0,6,1,78000.0,249.0,0
312481,500.0,2,4,18000.0,159.0,0
371792,50000.0,2,1,110000.0,32.2,0
457876,10000.0,1,3,48000.0,27.8,0
167167,1000.0,2,4,45000.0,149.0,0
383496,2000.0,14,1,42000.0,149.0,0
218026,1000.0,6,2,72000.0,159.0,0
207835,1000.0,2,4,30000.0,149.0,0
216899,500.0,2,4,102000.0,249.0,0
93050,4000.0,6,2,116000.0,16.83,0
277865,500.0,2,4,24000.0,149.0,0
203271,5000.0,2,2,103500.0,19.56,0
185924,2000.0,2,1,36000.0,159.0,0
9222,40000.0,2,3,52000.0,21.48,0
103221,1000.0,2,4,45000.0,149.0,0
5792,30000.0,2,2,58000.0,16.81,0
278687,35000.0,2,3,280000.0,15.32,0
129031,16000.0,1,2,55000.0,33.64,0
255526,3000.0,2,4,24000.0,149.0,0
4777,2000.0,2,1,36000.0,27.99,0
23859,1000.0,4,2,60000.0,27.8,0
169896,10500.0,2,1,140000.0,28.3952,0
54307,1000.0,2,4,36000.0,149.0,0
398928,500.0,2,4,36000.0,149.0,0
200719,10000.0,5,2,60012.0,64.79,0
156141,500.0,2,4,48000.0,149.0,0
299720,20500.0,3,4,72500.0,23.79,0
70403,999.0,2,4,60000.0,149.0,0
55470,1000.0,2,1,18000.0,249.0,0
123989,2000.0,2,1,78000.0,249.0,0
385894,500.0,2,4,48000.0,149.0,0
97903,2000.0,2,4,60000.0,149.0,0
441573,500.0,2,4,26592.0,30.85,0
233468,6000.0,5,3,61500.0,27.99,0
148216,5000.0,2,1,100000.0,29.514,0
147964,3000.0,6,2,90000.0,98.615,0
162394,800.0,2,4,24000.0,149.0,0
198084,10000.0,5,1,78000.0,24.0,0
353473,1000.0,2,4,18000.0,149.0,0
164449,5000.0,10,3,111000.0,11.2,0
28199,1000.0,4,2,30000.0,27.8,0
73311,1000.0,4,2,54000.0,98.297,0
428888,5000.0,13,2,22000.0,28.93,0
208016,1000.0,2,2,36000.0,35.99,0
23632,50000.0,2,2,110000.0,25.69,0
326610,300.0,2,4,60000.0,31.49,0
88303,38000.0,2,2,126000.0,33.64,0
208835,18000.0,3,2,145000.0,14.57,0
146372,13000.0,2,2,135000.0,13.81,0
214287,5000.0,4,4,47900.0,20.66,0
310583,1000.0,2,4,60000.0,149.0,0
37141,7000.0,3,2,51000.0,14.14,0
103692,1000.0,2,2,48000.0,64.653,0
160563,999.0,2,4,78000.0,249.0,0
427587,1000.0,4,2,60000.0,18.5,0
457311,1000.0,2,1,30000.0,149.791,0
406749,10000.0,2,2,15000.0,17.28,0
52340,1000.0,2,3,24000.0,12.99,0
248999,1000.0,2,4,60000.0,149.0,0
219072,10000.0,3,2,75000.0,14.14,0
196373,1000.0,4,2,18000.0,98.966,0
391222,500.0,2,4,19200.0,149.0,0
41678,3500.0,3,2,50000.0,9.0072,0
44778,1000.0,2,1,60000.0,199.0,0
293901,800.0,2,4,66000.0,149.0,0
349727,1000.0,2,2,30000.0,35.99,0
260267,40000.0,2,1,104000.0,29.83,0
385473,12000.0,3,2,95000.0,14.07,0
224607,1000.0,2,1,24000.0,35.99,0
64961,2000.0,2,1,33000.0,35.99,0
305561,25000.0,5,1,31700.0,27.79,0
363709,1000.0,2,1,60000.0,199.0,0
188348,4800.0,5,3,108000.0,15.29,0
451562,7500.0,2,5,39600.0,57.952,0
390460,1000.0,2,4,36000.0,149.0,0
361679,1000.0,2,4,24000.0,98.803,0
43903,10500.0,2,2,250000.0,23.99,0
415612,500.0,2,4,18000.0,149.0,0
376169,500.0,2,4,60000.0,149.0,0
361424,999.0,2,4,24000.0,149.0,0
128527,1000.0,4,2,42000.0,98.53,0
453360,500.0,2,1,36000.0,149.0,0
170209,30000.0,1,3,20000.0,17.95,0
187410,1000.0,2,4,18000.0,159.0,0
297852,1000.0,2,2,72000.0,35.99,0
390459,1000.0,2,4,36000.0,149.0,0
444563,999.0,2,4,19200.0,149.0,0
93348,1000.0,2,4,30000.0,149.0,0
400979,1000.0,2,2,36000.0,34.99,0
359462,1000.0,2,1,48000.0,22.51,0
298850,1000.0,2,4,36000.0,99.0,0
122263,500.0,2,4,62400.0,149.0,0
433386,500.0,2,1,18000.0,35.98,0
365304,500.0,2,4,78000.0,99.0,0
158052,500.0,2,4,30000.0,159.0,0
81584,15000.0,2,2,53040.0,23.95,0
171411,1000.0,2,4,60000.0,149.0,0
178106,500.0,2,4,24000.0,149.0,0
110912,1000.0,2,4,36000.0,149.0,0
199231,1000.0,2,2,63000.0,21.48,0
158763,5000.0,2,2,90000.0,35.554,0
318651,5000.0,2,2,65000.0,25.31,0
445144,5000.0,2,4,80000.0,98.99,0
352734,1000.0,2,1,48000.0,64.669,0
183093,1000.0,4,2,48000.0,98.63,0
147221,800.0,2,4,36000.0,159.0,0
272292,1000.0,4,1,30000.0,23.27,0
311504,6000.0,3,2,67000.0,19.46,0
241938,5000.0,14,3,72000.0,8.99,0
140843,800.0,2,4,36000.0,149.0,0
102305,500.0,2,4,36000.0,159.0,0
422882,2000.0,5,1,42000.0,149.0,0
364176,1000.0,2,1,24000.0,64.778,0
379902,800.0,2,4,30000.0,149.0,0
310700,25000.0,2,2,108000.0,25.34,0
381088,25000.0,2,2,95000.0,25.1,0
58039,5000.0,2,2,24000.0,29.04,0
36816,500.0,2,1,36000.0,159.0,0
20216,1000.0,2,1,24000.0,149.0,0
107184,6500.0,2,2,62000.0,22.73,0
373522,1000.0,2,4,30000.0,149.0,0
263880,40000.0,5,1,125000.0,16.01,0
132777,1000.0,2,2,60000.0,149.0,0
79098,1000.0,2,4,36000.0,149.0,0
268662,15000.0,2,1,113000.0,17.92,0
363064,2700.0,4,3,72000.0,64.824,0
268198,1000.0,2,4,18000.0,149.0,0
60185,2000.0,6,1,54000.0,149.0,0
310661,13000.0,2,1,85000.0,22.35,0
141835,500.0,2,1,129600.0,249.0,0
179401,1000.0,2,1,18000.0,292.0,0
300559,30000.0,2,2,42000.0,33.92,0
